Timestamp,Document Type,Document Number,Vendor Name,Status,Message,Row Number
2025-11-22 11:44:12,Bill,GI-0003317/1,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,535
2025-11-22 11:44:13,Bill,GI-0003317/2,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,536
2025-11-22 11:44:15,Bill,GI-0003317/3,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,537
2025-11-22 11:44:16,Bill,GI-0003317/4,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,538
2025-11-22 11:44:17,Bill,GI-0003317/5,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,539
2025-11-22 11:44:18,Bill,GI-0003317/6,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,540
2025-11-22 11:44:20,Bill,GI-0003318/1,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,541
2025-11-22 11:44:21,Bill,GI-0003318/2,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,542
2025-11-22 11:44:22,Bill,GI-0003318/3,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,543
2025-11-22 11:44:23,Bill,GI-0003318/4,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,544
2025-11-22 11:44:25,Bill,GI-0003318/5,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,545
2025-11-22 11:44:26,Bill,GI-0003318/6,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,546
2025-11-22 11:44:27,Bill,GI-0003319/1,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,547
2025-11-22 11:44:29,Bill,GI-0003319/2,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,548
2025-11-22 11:44:30,Bill,GI-0003319/3,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,549
2025-11-22 11:44:31,Bill,GI-0003319/4,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,550
2025-11-22 11:44:33,Bill,GI-0003319/5,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,551
2025-11-22 11:44:34,Bill,GI-0003319/6,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,552
2025-11-22 11:44:35,Bill,GI-0003320/1,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,553
2025-11-22 11:44:36,Bill,GI-0003320/2,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,554
2025-11-22 11:44:38,Bill,GI-0003320/3,บริษัท บีเอฟ ทรานสปอร์ต จำกัด ( สำนักงานใหญ่ ),Success,Successfully processed,555
2025-11-22 11:44:39,Bill,GI-0003320/4,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,556
2025-11-22 11:44:40,Bill,GI-0003320/5,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,557
2025-11-22 11:44:41,Bill,GI-0003320/6,บริษัท เอพี คาร์โก้ โลจิสติกส์ จำกัด (สำนักงานใหญ่),Success,Successfully processed,558
2025-11-22 11:44:42,Bill,IELO000104,เจ้าหนี้การค้าอื่น,Success,Successfully processed,2
2025-11-22 11:44:44,Bill,IPOS003808,เจ้าหนี้การค้าอื่น,Success,Successfully processed,559
2025-11-22 11:44:45,Bill,IPOS003865,เจ้าหนี้การค้าอื่น,Success,Successfully processed,560
2025-11-22 11:44:47,Bill,IPOS004247,เจ้าหนี้การค้าอื่น,Success,Successfully processed,561
2025-11-22 11:44:48,Bill,IPOS005180,เจ้าหนี้การค้าอื่น,Success,Successfully processed,3
2025-11-22 11:44:49,Bill,IPOS005973,เจ้าหนี้การค้าอื่น,Success,Successfully processed,4
2025-11-22 11:44:50,Bill,IPOS006039,เจ้าหนี้การค้าอื่น,Success,Successfully processed,5
2025-11-22 11:44:52,Bill,IPOS006044,เจ้าหนี้การค้าอื่น,Success,Successfully processed,6
2025-11-22 11:44:53,Bill,IPOS006083,เจ้าหนี้การค้าอื่น,Success,Successfully processed,562
2025-11-22 11:44:54,Bill,IPOS006119,เจ้าหนี้การค้าอื่น,Success,Successfully processed,7
2025-11-22 11:44:55,Bill,IPOS006252,เจ้าหนี้การค้าอื่น,Success,Successfully processed,8
2025-11-22 11:44:56,Bill,IPOS006253,เจ้าหนี้การค้าอื่น,Success,Successfully processed,9
2025-11-22 11:44:57,Bill,IPOS006254,เจ้าหนี้การค้าอื่น,Success,Successfully processed,10
2025-11-22 11:44:59,Bill,IPOS006367,เจ้าหนี้การค้าอื่น,Success,Successfully processed,11
2025-11-22 11:45:00,Bill,IPOS006369,เจ้าหนี้การค้าอื่น,Success,Successfully processed,12
2025-11-22 11:45:01,Bill,IPOS006370,เจ้าหนี้การค้าอื่น,Success,Successfully processed,13
2025-11-22 11:45:02,Bill,IPOS006371,เจ้าหนี้การค้าอื่น,Success,Successfully processed,14
2025-11-22 11:45:04,Bill,IPOS006372,เจ้าหนี้การค้าอื่น,Success,Successfully processed,15
2025-11-22 11:45:05,Bill,JV5612036/1,เจ้าหนี้การค้าอื่น,Success,Successfully processed,142
2025-11-22 11:45:06,Bill,JV5612036/2,เจ้าหนี้การค้าอื่น,Success,Successfully processed,143
2025-11-22 11:45:08,Bill,JV5612036/3,เจ้าหนี้การค้าอื่น,Success,Successfully processed,144
2025-11-22 11:45:09,Bill,JV5712040/1,เจ้าหนี้การค้าอื่น,Success,Successfully processed,145
2025-11-22 11:45:10,Bill,JV5712040/2,เจ้าหนี้การค้าอื่น,Success,Successfully processed,146
2025-11-22 11:45:11,Bill,JV5712040/3,เจ้าหนี้การค้าอื่น,Success,Successfully processed,147
2025-11-22 11:45:13,Bill,JV5712040/4,เจ้าหนี้การค้าอื่น,Success,Successfully processed,148
2025-11-22 11:45:14,Bill,JV5812056/1,เจ้าหนี้การค้าอื่น,Success,Successfully processed,149
2025-11-22 11:45:16,Bill,JV5812056/2,เจ้าหนี้การค้าอื่น,Success,Successfully processed,150
2025-11-22 11:45:17,Bill,JV5812056/3,เจ้าหนี้การค้าอื่น,Success,Successfully processed,151
2025-11-22 11:45:18,Bill,JV5912035/1,เจ้าหนี้การค้าอื่น,Success,Successfully processed,152
2025-11-22 11:45:20,Bill,JV5912035/2,เจ้าหนี้การค้าอื่น,Success,Successfully processed,153
2025-11-22 11:45:21,Bill,JV5912036,เจ้าหนี้การค้าอื่น,Success,Successfully processed,154
2025-11-22 11:45:22,Bill,PR5511051,เจ้าหนี้การค้าในประเทศ,Success,Successfully processed,69
2025-11-22 11:45:23,Bill,PR5512116,เจ้าหนี้การค้าในประเทศ,Success,Successfully processed,70
2025-11-22 11:45:25,Bill,PR5606153,เจ้าหนี้การค้าอื่น,Success,Successfully processed,563
2025-11-22 11:45:26,Bill,PR5708139,เจ้าหนี้การค้าในประเทศ,Success,Successfully processed,67
2025-11-22 11:45:27,Bill,PR5904309,วี พี เค ยูไนเต็ด จำกัด,Success,Successfully processed,564
2025-11-22 11:45:28,Bill,PR5912199,เจ้าหนี้การค้าในประเทศ,Success,Successfully processed,68
2025-11-22 11:45:29,Bill,RD62060072,เจ้าหนี้การค้าอื่น,Success,Successfully processed,39
2025-11-22 11:45:30,Bill,RD62100346,เจ้าหนี้การค้าอื่น,Success,Successfully processed,49
2025-11-22 11:45:31,Bill,RD62110153,เจ้าหนี้การค้าอื่น,Success,Successfully processed,33
2025-11-22 11:45:32,Bill,RD63010041,เจ้าหนี้การค้าอื่น,Success,Successfully processed,40
2025-11-22 11:45:33,Bill,RD63010212,เจ้าหนี้การค้าอื่น,Success,Successfully processed,27
2025-11-22 11:45:34,Bill,RD63030334,เจ้าหนี้การค้าอื่น,Success,Successfully processed,32
2025-11-22 11:45:36,Bill,RD63050090,เจ้าหนี้การค้าอื่น,Success,Successfully processed,31
2025-11-22 11:45:37,Bill,RD63060183,เจ้าหนี้การค้าอื่น,Success,Successfully processed,28
2025-11-22 11:45:38,Bill,RD63100167,เจ้าหนี้การค้าอื่น,Success,Successfully processed,47
2025-11-22 11:45:39,Bill,RD63100260,เจ้าหนี้การค้าอื่น,Success,Successfully processed,37
2025-11-22 11:45:40,Bill,RD63110291,เจ้าหนี้การค้าอื่น,Success,Successfully processed,48
2025-11-22 11:45:41,Bill,RD64030146,เจ้าหนี้การค้าอื่น,Success,Successfully processed,43
2025-11-22 11:45:42,Bill,RD64050154,เจ้าหนี้การค้าอื่น,Success,Successfully processed,29
2025-11-22 11:45:44,Bill,RD64080153,เจ้าหนี้การค้าอื่น,Success,Successfully processed,41
2025-11-22 11:45:45,Bill,RD64110103,เจ้าหนี้การค้าอื่น,Success,Successfully processed,42
2025-11-22 11:45:46,Bill,RD65050145,เจ้าหนี้การค้าอื่น,Success,Successfully processed,50
2025-11-22 11:45:47,Bill,RD65050245,เจ้าหนี้การค้าอื่น,Success,Successfully processed,35
2025-11-22 11:45:48,Bill,RD65100063,เจ้าหนี้การค้าอื่น,Success,Successfully processed,66
2025-11-22 11:45:49,Bill,RD65100068,เจ้าหนี้การค้าอื่น,Success,Successfully processed,26
2025-11-22 11:45:51,Bill,RD66030112,เจ้าหนี้การค้าอื่น,Success,Successfully processed,18
2025-11-22 11:45:52,Bill,RD66050094,เจ้าหนี้การค้าอื่น,Success,Successfully processed,30
2025-11-22 11:45:53,Bill,RD66080100,เจ้าหนี้การค้าอื่น,Success,Successfully processed,36
2025-11-22 11:45:54,Bill,RD66110017,เจ้าหนี้การค้าอื่น,Success,Successfully processed,16
2025-11-22 11:45:55,Bill,RD67040165,เจ้าหนี้การค้าอื่น,Success,Successfully processed,34
2025-11-22 11:45:56,Bill,RD67070124,เจ้าหนี้การค้าอื่น,Success,Successfully processed,38
2025-11-22 11:45:58,Bill,RD67070180,เจ้าหนี้การค้าอื่น,Success,Successfully processed,17
2025-11-22 11:45:59,Bill,RD67070215,เจ้าหนี้การค้าอื่น,Success,Successfully processed,19
2025-11-22 11:46:00,Bill,RD67080180,เจ้าหนี้การค้าอื่น,Success,Successfully processed,45
2025-11-22 11:46:01,Bill,RD67100088,เจ้าหนี้การค้าอื่น,Success,Successfully processed,46
2025-11-22 11:46:03,Bill,RD67110054,เจ้าหนี้การค้าอื่น,Success,Successfully processed,51
2025-11-22 11:46:04,Bill,RD67120188,เจ้าหนี้การค้าอื่น,Success,Successfully processed,20
2025-11-22 11:46:05,Bill,RD68020085,เจ้าหนี้การค้าอื่น,Success,Successfully processed,52
2025-11-22 11:46:06,Bill,RD68020143,เจ้าหนี้การค้าอื่น,Success,Successfully processed,53
2025-11-22 11:46:07,Bill,RD68020174,เจ้าหนี้การค้าอื่น,Success,Successfully processed,54
2025-11-22 11:46:09,Bill,RD68030035,เจ้าหนี้การค้าอื่น,Success,Successfully processed,55
2025-11-22 11:46:10,Bill,RD68050199,เจ้าหนี้การค้าอื่น,Success,Successfully processed,56
2025-11-22 11:46:11,Bill,RD68060041,เจ้าหนี้การค้าอื่น,Success,Successfully processed,44
2025-11-22 11:46:12,Bill,RD68060152,เจ้าหนี้การค้าอื่น,Success,Successfully processed,57
